"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hsa_signal_wait_scacquire",19,20586147,1083481.421053,64.39,6870,4000197,1792576.435955
"hsa_queue_create",1,10641391,10641391.000000,33.28,10641391,10641391,0.00000000e+00
"hsa_executable_freeze",2,348113,174056.500000,1.09,127297,220816,66127.919070
"hsa_executable_load_agent_code_object",2,272025,136012.500000,0.8508,119618,152407,23185.324248
"hsa_code_object_reader_create_from_memory",2,36530,18265.000000,0.1143,12380,24150,8322.646815
"hsa_agent_get_info",60,27609,460.150000,0.0864,20,20579,2672.615870
"hsa_executable_create_alt",2,13770,6885.000000,0.0431,2510,11260,6187.184335
"hsa_isa_get_info_alt",2,11190,5595.000000,0.0350,1190,10000,6229.610742
"hsa_iterate_agents",1,9800,9800.000000,0.0307,9800,9800,0.00000000e+00
"hsa_signal_create",8,7810,976.250000,0.0244,130,2590,796.491189
"hsa_signal_load_relaxed",71,4180,58.873239,0.0131,20,350,77.359075
"hsa_executable_get_symbol_by_name",13,3110,239.230769,9.727e-03,110,1190,299.345440
"hsa_queue_load_read_index_scacquire",13,2780,213.846154,8.695e-03,30,580,180.533398
"hsa_queue_add_write_index_screlease",13,1190,91.538462,3.722e-03,30,740,196.080177
"hsa_signal_destroy",2,1150,575.000000,3.597e-03,450,700,176.776695
"hsa_executable_symbol_get_info",26,860,33.076923,2.690e-03,20,100,18.712398
"hsa_signal_store_screlease",13,860,66.153846,2.690e-03,20,460,120.106790
"hsa_system_get_info",4,840,210.000000,2.627e-03,40,600,262.043253
"hsa_system_get_major_extension_table",1,790,790.000000,2.471e-03,790,790,0.00000000e+00
"hsa_signal_silent_store_relaxed",14,710,50.714286,2.221e-03,20,220,57.841200
"hsa_queue_load_read_index_relaxed",3,630,210.000000,1.970e-03,60,350,145.258390
"hsa_agent_iterate_isas",1,380,380.000000,1.189e-03,380,380,0.00000000e+00
