"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hsa_signal_wait_scacquire",818,3237270946,3957543.943765,99.64,7850,4556673,413034.974240
"hsa_queue_create",1,10968046,10968046.000000,0.3376,10968046,10968046,0.00000000e+00
"hsa_executable_freeze",2,358822,179411.000000,0.0110,132397,226425,66487.836421
"hsa_executable_load_agent_code_object",2,280934,140467.000000,8.647e-03,127287,153647,18639.334752
"hsa_code_object_reader_create_from_memory",2,39909,19954.500000,1.228e-03,14000,25909,8420.934657
"hsa_agent_get_info",60,37479,624.650000,1.154e-03,20,29159,3769.563261
"hsa_executable_create_alt",2,13310,6655.000000,4.097e-04,2080,11230,6470.027048
"hsa_iterate_agents",1,12539,12539.000000,3.859e-04,12539,12539,0.00000000e+00
"hsa_isa_get_info_alt",2,12130,6065.000000,3.733e-04,1170,10960,6922.575388
"hsa_signal_create",8,6770,846.250000,2.084e-04,120,1500,548.059890
"hsa_signal_load_relaxed",50,4210,84.200000,1.296e-04,20,670,136.128541
"hsa_executable_get_symbol_by_name",13,3570,274.615385,1.099e-04,110,1080,333.106974
"hsa_queue_add_write_index_screlease",12,2380,198.333333,7.325e-05,30,1230,355.344476
"hsa_queue_load_read_index_scacquire",12,2090,174.166667,6.433e-05,30,590,175.936886
"hsa_signal_silent_store_relaxed",10,1480,148.000000,4.555e-05,20,860,263.008238
"hsa_signal_destroy",2,1360,680.000000,4.186e-05,660,700,28.284271
"hsa_signal_store_screlease",12,1280,106.666667,3.940e-05,30,630,174.373337
"hsa_system_get_info",4,1140,285.000000,3.509e-05,30,490,191.572441
"hsa_queue_load_read_index_relaxed",4,990,247.500000,3.047e-05,70,330,119.547759
"hsa_executable_symbol_get_info",26,900,34.615385,2.770e-05,20,120,21.950994
"hsa_agent_iterate_isas",1,640,640.000000,1.970e-05,640,640,0.00000000e+00
"hsa_system_get_major_extension_table",1,620,620.000000,1.908e-05,620,620,0.00000000e+00
