"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hsa_signal_wait_scacquire",2064,8222596610,3983816.187016,99.86,7479,4046466,3613803.353126
"hsa_queue_create",1,10547468,10547468.000000,0.1281,10547468,10547468,0.00000000e+00
"hsa_executable_freeze",2,375340,187670.000000,4.558e-03,130277,245063,81165.958985
"hsa_executable_load_agent_code_object",2,263823,131911.500000,3.204e-03,109817,154006,31246.341554
"hsa_code_object_reader_create_from_memory",2,38520,19260.000000,4.678e-04,14740,23780,6392.245302
"hsa_agent_get_info",60,36060,601.000000,4.379e-04,20,26050,3407.592569
"hsa_executable_create_alt",2,13069,6534.500000,1.587e-04,2590,10479,5578.365397
"hsa_isa_get_info_alt",2,11880,5940.000000,1.443e-04,1170,10710,6745.798693
"hsa_iterate_agents",1,11100,11100.000000,1.348e-04,11100,11100,0.00000000e+00
"hsa_signal_create",8,7730,966.250000,9.388e-05,130,1950,628.965988
"hsa_executable_get_symbol_by_name",13,3570,274.615385,4.336e-05,90,1030,334.928236
"hsa_signal_load_relaxed",50,3460,69.200000,4.202e-05,20,470,93.281229
"hsa_queue_load_read_index_scacquire",12,2170,180.833333,2.635e-05,30,490,159.798642
"hsa_queue_add_write_index_screlease",12,1470,122.500000,1.785e-05,30,470,154.220916
"hsa_signal_destroy",2,1110,555.000000,1.348e-05,430,680,176.776695
"hsa_system_get_info",4,1030,257.500000,1.251e-05,40,460,171.731379
"hsa_executable_symbol_get_info",26,880,33.846154,1.069e-05,20,100,17.222526
"hsa_system_get_major_extension_table",1,750,750.000000,9.109e-06,750,750,0.00000000e+00
"hsa_signal_store_screlease",12,750,62.500000,9.109e-06,20,220,67.031200
"hsa_signal_silent_store_relaxed",10,620,62.000000,7.530e-06,20,280,79.134204
"hsa_queue_load_read_index_relaxed",4,580,145.000000,7.044e-06,60,240,98.488578
"hsa_agent_iterate_isas",1,570,570.000000,6.923e-06,570,570,0.00000000e+00
