"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hsa_queue_create",1,10489565,10489565.000000,86.44,10489565,10489565,0.00000000e+00
"hsa_executable_destroy",1,980493,980493.000000,8.08,980493,980493,0.00000000e+00
"hsa_signal_wait_scacquire",2,390880,195440.000000,3.22,14870,376010,255364.542958
"hsa_executable_load_agent_code_object",1,121477,121477.000000,1.00,121477,121477,0.00000000e+00
"hsa_executable_freeze",1,102348,102348.000000,0.8434,102348,102348,0.00000000e+00
"hsa_code_object_reader_create_from_memory",1,21379,21379.000000,0.1762,21379,21379,0.00000000e+00
"hsa_executable_create_alt",1,12470,12470.000000,0.1028,12470,12470,0.00000000e+00
"hsa_iterate_agents",1,10559,10559.000000,0.0870,10559,10559,0.00000000e+00
"hsa_executable_get_symbol_by_name",2,1390,695.000000,0.0115,270,1120,601.040764
"hsa_signal_create",2,1190,595.000000,9.807e-03,100,1090,700.035713
"hsa_agent_get_info",7,660,94.285714,5.439e-03,40,250,78.497801
"hsa_signal_destroy",2,630,315.000000,5.192e-03,130,500,261.629509
"hsa_queue_load_write_index_relaxed",1,310,310.000000,2.555e-03,310,310,0.00000000e+00
"hsa_system_get_info",3,230,76.666667,1.895e-03,30,150,64.291005
"hsa_queue_cas_write_index_relaxed",1,200,200.000000,1.648e-03,200,200,0.00000000e+00
"hsa_executable_symbol_get_info",4,180,45.000000,1.483e-03,30,90,30.000000
"hsa_code_object_reader_destroy",1,180,180.000000,1.483e-03,180,180,0.00000000e+00
"hsa_signal_store_relaxed",1,150,150.000000,1.236e-03,150,150,0.00000000e+00
"hsa_queue_load_read_index_scacquire",1,110,110.000000,9.065e-04,110,110,0.00000000e+00
"hsa_signal_store_screlease",1,110,110.000000,9.065e-04,110,110,0.00000000e+00
