"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hsa_signal_wait_scacquire",2,40862884,20431442.000000,78.06,14180,40848704,28874368.826925
"hsa_queue_create",1,10207869,10207869.000000,19.50,10207869,10207869,0.00000000e+00
"hsa_executable_destroy",1,988917,988917.000000,1.89,988917,988917,0.00000000e+00
"hsa_executable_freeze",1,122198,122198.000000,0.2334,122198,122198,0.00000000e+00
"hsa_executable_load_agent_code_object",1,110659,110659.000000,0.2114,110659,110659,0.00000000e+00
"hsa_code_object_reader_create_from_memory",1,24429,24429.000000,0.0467,24429,24429,0.00000000e+00
"hsa_iterate_agents",1,14550,14550.000000,0.0278,14550,14550,0.00000000e+00
"hsa_executable_create_alt",1,10350,10350.000000,0.0198,10350,10350,0.00000000e+00
"hsa_signal_create",2,1460,730.000000,2.789e-03,130,1330,848.528137
"hsa_executable_get_symbol_by_name",2,970,485.000000,1.853e-03,190,780,417.193001
"hsa_agent_get_info",7,820,117.142857,1.566e-03,40,350,111.611571
"hsa_signal_destroy",2,760,380.000000,1.452e-03,280,480,141.421356
"hsa_system_get_info",3,390,130.000000,7.450e-04,30,290,140.000000
"hsa_signal_store_relaxed",1,350,350.000000,6.686e-04,350,350,0.00000000e+00
"hsa_executable_symbol_get_info",4,290,72.500000,5.540e-04,20,210,91.787799
"hsa_queue_load_write_index_relaxed",1,250,250.000000,4.776e-04,250,250,0.00000000e+00
"hsa_queue_cas_write_index_relaxed",1,210,210.000000,4.012e-04,210,210,0.00000000e+00
"hsa_signal_store_screlease",1,210,210.000000,4.012e-04,210,210,0.00000000e+00
"hsa_queue_load_read_index_scacquire",1,200,200.000000,3.821e-04,200,200,0.00000000e+00
"hsa_code_object_reader_destroy",1,190,190.000000,3.630e-04,190,190,0.00000000e+00
