"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hsa_queue_create",1,10948354,10948354.000000,49.30,10948354,10948354,0.00000000e+00
"hsa_signal_wait_scacquire",17,10532756,619573.882353,47.43,6860,4000252,1389519.892952
"hsa_executable_freeze",2,336312,168156.000000,1.51,119667,216645,68573.801426
"hsa_executable_load_agent_code_object",2,270471,135235.500000,1.22,121706,148765,19133.602392
"hsa_code_object_reader_create_from_memory",2,36040,18020.000000,0.1623,12660,23380,7580.184694
"hsa_agent_get_info",60,26190,436.500000,0.1179,20,19550,2532.217374
"hsa_executable_create_alt",2,13059,6529.500000,0.0588,1910,11149,6532.959551
"hsa_isa_get_info_alt",2,10209,5104.500000,0.0460,1170,9039,5564.223261
"hsa_iterate_agents",1,8870,8870.000000,0.0399,8870,8870,0.00000000e+00
"hsa_signal_create",8,6920,865.000000,0.0312,130,1690,587.245386
"hsa_signal_load_relaxed",78,4270,54.743590,0.0192,20,310,64.076342
"hsa_executable_get_symbol_by_name",13,3329,256.076923,0.0150,110,1019,313.552351
"hsa_queue_load_read_index_scacquire",15,2560,170.666667,0.0115,30,330,114.671373
"hsa_queue_add_write_index_screlease",15,1470,98.000000,6.619e-03,30,960,239.350311
"hsa_signal_destroy",2,1140,570.000000,5.133e-03,440,700,183.847763
"hsa_queue_load_read_index_relaxed",4,1030,257.500000,4.638e-03,70,450,155.214905
"hsa_signal_store_screlease",15,1010,67.333333,4.548e-03,20,550,134.879135
"hsa_system_get_info",4,889,222.250000,4.003e-03,30,450,183.085363
"hsa_executable_symbol_get_info",26,870,33.461538,3.918e-03,20,100,17.422355
"hsa_system_get_major_extension_table",1,800,800.000000,3.602e-03,800,800,0.00000000e+00
"hsa_signal_silent_store_relaxed",16,710,44.375000,3.197e-03,20,160,35.771264
"hsa_agent_iterate_isas",1,390,390.000000,1.756e-03,390,390,0.00000000e+00
