"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"clifft::gpu::(anonymous namespace)::sample_kernel(clifft::gpu::GpuProgram, unsigned long, unsigned long, unsigned long, clifft::gpu::BlockCounts*)",1,427481,427481.000000,92.20,427481,427481,0.00000000e+00
"__amd_rocclr_copyBuffer",11,36158,3287.090909,7.80,2320,6440,1292.467830
