"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"clifft::gpu::(anonymous namespace)::sample_kernel_coop(clifft::gpu::GpuProgram, unsigned long, unsigned long, unsigned long, clifft::gpu::BlockCounts*)",1,22007615,22007615.000000,99.85,22007615,22007615,0.00000000e+00
"__amd_rocclr_copyBuffer",6,27880,4646.666667,0.1265,3400,6600,1358.214514
"__amd_rocclr_fillBufferAligned",2,6280,3140.000000,0.0285,2360,3920,1103.086579
