"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hsa_signal_wait_scacquire",2,11291938,5645969.000000,48.60,6870,11285068,7974890.285365
"hsa_queue_create",1,10309028,10309028.000000,44.37,10309028,10309028,0.00000000e+00
"hsa_executable_destroy",1,1045439,1045439.000000,4.50,1045439,1045439,0.00000000e+00
"hsa_executable_load_agent_code_object",1,322483,322483.000000,1.39,322483,322483,0.00000000e+00
"hsa_executable_freeze",1,208576,208576.000000,0.8978,208576,208576,0.00000000e+00
"hsa_code_object_reader_create_from_memory",1,26089,26089.000000,0.1123,26089,26089,0.00000000e+00
"hsa_iterate_agents",1,11979,11979.000000,0.0516,11979,11979,0.00000000e+00
"hsa_executable_create_alt",1,11840,11840.000000,0.0510,11840,11840,0.00000000e+00
"hsa_executable_get_symbol_by_name",2,1350,675.000000,5.811e-03,270,1080,572.756493
"hsa_agent_get_info",7,860,122.857143,3.702e-03,30,270,98.440216
"hsa_signal_create",2,780,390.000000,3.357e-03,140,640,353.553391
"hsa_signal_destroy",2,670,335.000000,2.884e-03,290,380,63.639610
"hsa_queue_load_write_index_relaxed",1,590,590.000000,2.540e-03,590,590,0.00000000e+00
"hsa_system_get_info",3,260,86.666667,1.119e-03,30,160,66.583281
"hsa_signal_store_relaxed",1,230,230.000000,9.900e-04,230,230,0.00000000e+00
"hsa_queue_cas_write_index_relaxed",1,210,210.000000,9.039e-04,210,210,0.00000000e+00
"hsa_code_object_reader_destroy",1,190,190.000000,8.178e-04,190,190,0.00000000e+00
"hsa_executable_symbol_get_info",4,180,45.000000,7.748e-04,30,90,30.000000
"hsa_signal_store_screlease",1,110,110.000000,4.735e-04,110,110,0.00000000e+00
"hsa_queue_load_read_index_scacquire",1,100,100.000000,4.304e-04,100,100,0.00000000e+00
