"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hsa_signal_wait_scacquire",2,11120180,5560090.000000,48.54,14820,11105360,7842196.041021
"hsa_queue_create",1,10330820,10330820.000000,45.10,10330820,10330820,0.00000000e+00
"hsa_executable_destroy",1,1006842,1006842.000000,4.40,1006842,1006842,0.00000000e+00
"hsa_executable_load_agent_code_object",1,238473,238473.000000,1.04,238473,238473,0.00000000e+00
"hsa_executable_freeze",1,154986,154986.000000,0.6766,154986,154986,0.00000000e+00
"hsa_code_object_reader_create_from_memory",1,25299,25299.000000,0.1104,25299,25299,0.00000000e+00
"hsa_executable_create_alt",1,12480,12480.000000,0.0545,12480,12480,0.00000000e+00
"hsa_iterate_agents",1,11260,11260.000000,0.0492,11260,11260,0.00000000e+00
"hsa_signal_create",2,1660,830.000000,7.247e-03,130,1530,989.949494
"hsa_executable_get_symbol_by_name",2,1460,730.000000,6.374e-03,300,1160,608.111832
"hsa_signal_destroy",2,1410,705.000000,6.155e-03,350,1060,502.045815
"hsa_agent_get_info",7,660,94.285714,2.881e-03,30,250,79.342536
"hsa_queue_load_write_index_relaxed",1,340,340.000000,1.484e-03,340,340,0.00000000e+00
"hsa_system_get_info",3,290,96.666667,1.266e-03,30,200,90.737717
"hsa_signal_store_relaxed",1,220,220.000000,9.604e-04,220,220,0.00000000e+00
"hsa_code_object_reader_destroy",1,220,220.000000,9.604e-04,220,220,0.00000000e+00
"hsa_queue_cas_write_index_relaxed",1,210,210.000000,9.167e-04,210,210,0.00000000e+00
"hsa_executable_symbol_get_info",4,170,42.500000,7.421e-04,20,90,32.015621
"hsa_queue_load_read_index_scacquire",1,110,110.000000,4.802e-04,110,110,0.00000000e+00
"hsa_signal_store_screlease",1,110,110.000000,4.802e-04,110,110,0.00000000e+00
