"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hsa_signal_wait_scacquire",2,11987960,5993980.000000,48.52,5940,11982020,8468367.380033
"hsa_queue_create",1,11028095,11028095.000000,44.63,11028095,11028095,0.00000000e+00
"hsa_executable_destroy",1,1072501,1072501.000000,4.34,1072501,1072501,0.00000000e+00
"hsa_executable_load_agent_code_object",1,359661,359661.000000,1.46,359661,359661,0.00000000e+00
"hsa_executable_freeze",1,202215,202215.000000,0.8184,202215,202215,0.00000000e+00
"hsa_code_object_reader_create_from_memory",1,26660,26660.000000,0.1079,26660,26660,0.00000000e+00
"hsa_executable_create_alt",1,13959,13959.000000,0.0565,13959,13959,0.00000000e+00
"hsa_iterate_agents",1,12549,12549.000000,0.0508,12549,12549,0.00000000e+00
"hsa_executable_get_symbol_by_name",2,1410,705.000000,5.706e-03,270,1140,615.182900
"hsa_signal_create",2,950,475.000000,3.845e-03,140,810,473.761543
"hsa_signal_destroy",2,800,400.000000,3.238e-03,360,440,56.568542
"hsa_queue_load_write_index_relaxed",1,760,760.000000,3.076e-03,760,760,0.00000000e+00
"hsa_agent_get_info",7,640,91.428571,2.590e-03,40,250,76.251464
"hsa_system_get_info",3,270,90.000000,1.093e-03,30,180,79.372539
"hsa_signal_store_relaxed",1,220,220.000000,8.903e-04,220,220,0.00000000e+00
"hsa_queue_cas_write_index_relaxed",1,210,210.000000,8.499e-04,210,210,0.00000000e+00
"hsa_code_object_reader_destroy",1,210,210.000000,8.499e-04,210,210,0.00000000e+00
"hsa_executable_symbol_get_info",4,180,45.000000,7.285e-04,30,90,30.000000
"hsa_queue_load_read_index_scacquire",1,110,110.000000,4.452e-04,110,110,0.00000000e+00
"hsa_signal_store_screlease",1,100,100.000000,4.047e-04,100,100,0.00000000e+00
