"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hsa_signal_wait_scacquire",2,21344745,10672372.500000,63.53,6230,21338515,15084203.381704
"hsa_queue_create",1,10525426,10525426.000000,31.33,10525426,10525426,0.00000000e+00
"hsa_executable_destroy",1,1097100,1097100.000000,3.27,1097100,1097100,0.00000000e+00
"hsa_executable_load_agent_code_object",1,346791,346791.000000,1.03,346791,346791,0.00000000e+00
"hsa_executable_freeze",1,221694,221694.000000,0.6598,221694,221694,0.00000000e+00
"hsa_code_object_reader_create_from_memory",1,29140,29140.000000,0.0867,29140,29140,0.00000000e+00
"hsa_executable_create_alt",1,14829,14829.000000,0.0441,14829,14829,0.00000000e+00
"hsa_iterate_agents",1,13040,13040.000000,0.0388,13040,13040,0.00000000e+00
"hsa_executable_get_symbol_by_name",2,1350,675.000000,4.018e-03,280,1070,558.614357
"hsa_signal_create",2,850,425.000000,2.530e-03,140,710,403.050865
"hsa_signal_destroy",2,750,375.000000,2.232e-03,260,490,162.634560
"hsa_agent_get_info",7,740,105.714286,2.202e-03,40,300,94.843229
"hsa_queue_cas_write_index_relaxed",1,530,530.000000,1.577e-03,530,530,0.00000000e+00
"hsa_queue_load_write_index_relaxed",1,350,350.000000,1.042e-03,350,350,0.00000000e+00
"hsa_code_object_reader_destroy",1,350,350.000000,1.042e-03,350,350,0.00000000e+00
"hsa_queue_load_read_index_scacquire",1,290,290.000000,8.631e-04,290,290,0.00000000e+00
"hsa_system_get_info",3,240,80.000000,7.143e-04,30,160,70.000000
"hsa_signal_store_relaxed",1,230,230.000000,6.845e-04,230,230,0.00000000e+00
"hsa_executable_symbol_get_info",4,180,45.000000,5.357e-04,20,100,36.968455
"hsa_signal_store_screlease",1,120,120.000000,3.572e-04,120,120,0.00000000e+00
