"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hsa_queue_create",1,10624633,10624633.000000,48.55,10624633,10624633,0.00000000e+00
"hsa_signal_wait_scacquire",17,10525222,619130.705882,48.10,6860,4000309,1388207.558801
"hsa_executable_freeze",2,340033,170016.500000,1.55,126388,213645,61700.016406
"hsa_executable_load_agent_code_object",2,273575,136787.500000,1.25,114718,158857,31210.986215
"hsa_code_object_reader_create_from_memory",2,36229,18114.500000,0.1656,13059,23170,7149.556665
"hsa_agent_get_info",60,24999,416.650000,0.1142,20,18839,2439.142276
"hsa_executable_create_alt",2,13780,6890.000000,0.0630,2440,11340,6293.250353
"hsa_isa_get_info_alt",2,11330,5665.000000,0.0518,1110,10220,6441.742777
"hsa_iterate_agents",1,7590,7590.000000,0.0347,7590,7590,0.00000000e+00
"hsa_signal_create",8,7240,905.000000,0.0331,120,1570,543.244223
"hsa_signal_load_relaxed",78,4130,52.948718,0.0189,20,520,81.066094
"hsa_executable_get_symbol_by_name",13,3430,263.846154,0.0157,100,1060,320.170227
"hsa_queue_load_read_index_scacquire",15,2970,198.000000,0.0136,30,520,142.538215
"hsa_signal_destroy",2,1610,805.000000,7.357e-03,610,1000,275.771645
"hsa_queue_add_write_index_screlease",15,1600,106.666667,7.311e-03,30,1060,264.728073
"hsa_system_get_info",4,950,237.500000,4.341e-03,30,440,170.562794
"hsa_executable_symbol_get_info",26,840,32.307692,3.839e-03,20,90,17.733063
"hsa_queue_load_read_index_relaxed",4,810,202.500000,3.701e-03,70,290,94.295634
"hsa_signal_store_screlease",15,810,54.000000,3.701e-03,20,310,74.718519
"hsa_system_get_major_extension_table",1,710,710.000000,3.244e-03,710,710,0.00000000e+00
"hsa_signal_silent_store_relaxed",16,620,38.750000,2.833e-03,20,90,20.289570
"hsa_agent_iterate_isas",1,380,380.000000,1.736e-03,380,380,0.00000000e+00
