"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hsa_signal_wait_scacquire",25,44710069,1788402.760000,80.12,7520,4000144,2002408.284275
"hsa_queue_create",1,10358596,10358596.000000,18.56,10358596,10358596,0.00000000e+00
"hsa_executable_freeze",2,360835,180417.500000,0.6466,140488,220347,56468.840439
"hsa_executable_load_agent_code_object",2,255477,127738.500000,0.4578,109229,146248,26176.385933
"hsa_code_object_reader_create_from_memory",2,31800,15900.000000,0.0570,10620,21180,7467.047609
"hsa_agent_get_info",60,28930,482.166667,0.0518,20,22620,2924.353669
"hsa_executable_create_alt",2,12849,6424.500000,0.0230,1630,11219,6780.446925
"hsa_isa_get_info_alt",2,10270,5135.000000,0.0184,1220,9050,5536.646097
"hsa_iterate_agents",1,9769,9769.000000,0.0175,9769,9769,0.00000000e+00
"hsa_signal_create",8,6830,853.750000,0.0122,90,1890,617.898223
"hsa_signal_load_relaxed",71,3960,55.774648,7.097e-03,20,410,73.516995
"hsa_executable_get_symbol_by_name",13,3350,257.692308,6.003e-03,100,1100,334.418746
"hsa_queue_load_read_index_scacquire",12,1850,154.166667,3.315e-03,30,330,110.983892
"hsa_queue_add_write_index_screlease",12,990,82.500000,1.774e-03,30,610,166.521907
"hsa_executable_symbol_get_info",26,900,34.615385,1.613e-03,20,150,25.958547
"hsa_signal_destroy",2,900,450.000000,1.613e-03,390,510,84.852814
"hsa_signal_silent_store_relaxed",14,830,59.285714,1.487e-03,20,230,64.624868
"hsa_system_get_info",4,770,192.500000,1.380e-03,30,460,188.569174
"hsa_signal_store_screlease",12,630,52.500000,1.129e-03,20,260,68.240884
"hsa_system_get_major_extension_table",1,580,580.000000,1.039e-03,580,580,0.00000000e+00
"hsa_queue_load_read_index_relaxed",3,450,150.000000,8.064e-04,60,210,79.372539
"hsa_agent_iterate_isas",1,300,300.000000,5.376e-04,300,300,0.00000000e+00
