"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hsa_signal_wait_scacquire",2,2960392244,1480196122.000000,99.60,14829,2960377415,2093292459.331544
"hsa_queue_create",1,10425361,10425361.000000,0.3507,10425361,10425361,0.00000000e+00
"hsa_executable_destroy",1,1239724,1239724.000000,0.0417,1239724,1239724,0.00000000e+00
"hsa_executable_load_agent_code_object",1,160617,160617.000000,5.404e-03,160617,160617,0.00000000e+00
"hsa_executable_freeze",1,134957,134957.000000,4.540e-03,134957,134957,0.00000000e+00
"hsa_code_object_reader_create_from_memory",1,27269,27269.000000,9.174e-04,27269,27269,0.00000000e+00
"hsa_executable_create_alt",1,13850,13850.000000,4.660e-04,13850,13850,0.00000000e+00
"hsa_iterate_agents",1,12670,12670.000000,4.263e-04,12670,12670,0.00000000e+00
"hsa_signal_destroy",2,2120,1060.000000,7.132e-05,690,1430,523.259018
"hsa_executable_get_symbol_by_name",2,1770,885.000000,5.955e-05,290,1480,841.457070
"hsa_system_get_info",3,1610,536.666667,5.416e-05,160,1260,626.604607
"hsa_signal_create",2,1350,675.000000,4.542e-05,110,1240,799.030663
"hsa_agent_get_info",7,640,91.428571,2.153e-05,40,230,70.339314
"hsa_queue_load_write_index_relaxed",1,320,320.000000,1.077e-05,320,320,0.00000000e+00
"hsa_queue_cas_write_index_relaxed",1,210,210.000000,7.065e-06,210,210,0.00000000e+00
"hsa_code_object_reader_destroy",1,210,210.000000,7.065e-06,210,210,0.00000000e+00
"hsa_executable_symbol_get_info",4,170,42.500000,5.719e-06,20,90,32.015621
"hsa_signal_store_relaxed",1,170,170.000000,5.719e-06,170,170,0.00000000e+00
"hsa_queue_load_read_index_scacquire",1,110,110.000000,3.701e-06,110,110,0.00000000e+00
"hsa_signal_store_screlease",1,100,100.000000,3.364e-06,100,100,0.00000000e+00
