"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hsa_signal_wait_scacquire",2,3177298197,1588649098.500000,99.62,14190,3177284007,2246669033.260041
"hsa_queue_create",1,10535624,10535624.000000,0.3303,10535624,10535624,0.00000000e+00
"hsa_executable_destroy",1,1314096,1314096.000000,0.0412,1314096,1314096,0.00000000e+00
"hsa_executable_load_agent_code_object",1,156016,156016.000000,4.892e-03,156016,156016,0.00000000e+00
"hsa_executable_freeze",1,146226,146226.000000,4.585e-03,146226,146226,0.00000000e+00
"hsa_code_object_reader_create_from_memory",1,31369,31369.000000,9.835e-04,31369,31369,0.00000000e+00
"hsa_iterate_agents",1,14099,14099.000000,4.420e-04,14099,14099,0.00000000e+00
"hsa_executable_create_alt",1,14000,14000.000000,4.389e-04,14000,14000,0.00000000e+00
"hsa_signal_create",2,2300,1150.000000,7.211e-05,110,2190,1470.782105
"hsa_signal_destroy",2,1420,710.000000,4.452e-05,700,720,14.142136
"hsa_executable_get_symbol_by_name",2,1410,705.000000,4.421e-05,310,1100,558.614357
"hsa_agent_get_info",7,640,91.428571,2.007e-05,30,220,73.807988
"hsa_system_get_info",3,590,196.666667,1.850e-05,30,300,145.716620
"hsa_queue_load_write_index_relaxed",1,430,430.000000,1.348e-05,430,430,0.00000000e+00
"hsa_code_object_reader_destroy",1,430,430.000000,1.348e-05,430,430,0.00000000e+00
"hsa_signal_store_relaxed",1,230,230.000000,7.211e-06,230,230,0.00000000e+00
"hsa_queue_cas_write_index_relaxed",1,220,220.000000,6.898e-06,220,220,0.00000000e+00
"hsa_queue_load_read_index_scacquire",1,210,210.000000,6.584e-06,210,210,0.00000000e+00
"hsa_executable_symbol_get_info",4,170,42.500000,5.330e-06,30,80,25.000000
"hsa_signal_store_screlease",1,120,120.000000,3.762e-06,120,120,0.00000000e+00
