"Kind","Agent_Id","Queue_Id","Stream_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH","Agent 2",1,0,3122099,1,5,"__amd_rocclr_copyBuffer",1,6200903544530651,6200903544535531,0,0,8,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 2",1,0,3122099,2,5,"__amd_rocclr_copyBuffer",2,6200903544552171,6200903544555091,0,0,8,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",1,0,3122099,3,5,"__amd_rocclr_copyBuffer",3,6200903544569371,6200903544572051,0,0,8,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 2",1,0,3122099,4,5,"__amd_rocclr_copyBuffer",4,6200903544586411,6200903544588891,0,0,8,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 2",1,0,3122099,5,5,"__amd_rocclr_copyBuffer",5,6200903544603000,6200903544605720,0,0,8,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 2",1,0,3122099,6,10,"__amd_rocclr_fillBufferAligned",6,6200903544680012,6200903544683052,0,0,8,0,48,256,1,1,256,1,1
"KERNEL_DISPATCH","Agent 2",1,0,3122099,7,10,"__amd_rocclr_fillBufferAligned",7,6200903544683052,6200903544687772,0,0,8,0,48,256,1,1,256,1,1
"KERNEL_DISPATCH","Agent 2",1,0,3122099,8,10,"__amd_rocclr_fillBufferAligned",8,6200903544687772,6200903544691612,0,0,8,0,48,256,1,1,256,1,1
"KERNEL_DISPATCH","Agent 2",1,0,3122099,9,11,"clifft::gpu::(anonymous namespace)::sample_kernel_global_coop(clifft::gpu::GpuProgram, unsigned long, unsigned long, unsigned long, clifft::gpu::GpuComplex*, clifft::gpu::GpuComplex*, unsigned long*, clifft::gpu::BlockCounts*)",9,6200903545380463,6200903586707833,8704,56,64,0,112,256,1,1,131072,1,1
"KERNEL_DISPATCH","Agent 2",1,0,3122099,10,5,"__amd_rocclr_copyBuffer",10,6200903586732873,6200903586735753,0,0,8,0,32,512,1,1,512,1,1
