"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hsa_signal_wait_scacquire",2064,8222943557,3983984.281492,99.86,7550,4181049,3613737.209761
"hsa_queue_create",1,10685679,10685679.000000,0.1298,10685679,10685679,0.00000000e+00
"hsa_executable_freeze",2,377092,188546.000000,4.579e-03,137647,239445,71982.056111
"hsa_executable_load_agent_code_object",2,325942,162971.000000,3.958e-03,120497,205445,60067.306848
"hsa_agent_get_info",60,37569,626.150000,4.562e-04,20,29410,3800.732649
"hsa_code_object_reader_create_from_memory",2,36150,18075.000000,4.390e-04,11840,24310,8817.621561
"hsa_isa_get_info_alt",2,12589,6294.500000,1.529e-04,1140,11449,7289.563807
"hsa_executable_create_alt",2,11809,5904.500000,1.434e-04,1170,10639,6695.594111
"hsa_iterate_agents",1,11510,11510.000000,1.398e-04,11510,11510,0.00000000e+00
"hsa_signal_create",8,8139,1017.375000,9.884e-05,140,1900,701.268837
"hsa_executable_get_symbol_by_name",13,3810,293.076923,4.627e-05,110,1170,357.942840
"hsa_signal_load_relaxed",50,2600,52.000000,3.157e-05,20,220,49.610730
"hsa_queue_load_read_index_scacquire",12,1670,139.166667,2.028e-05,30,300,116.029646
"hsa_signal_destroy",2,1590,795.000000,1.931e-05,750,840,63.639610
"hsa_queue_add_write_index_screlease",12,1500,125.000000,1.822e-05,30,450,158.372403
"hsa_queue_load_read_index_relaxed",4,1100,275.000000,1.336e-05,80,510,179.350681
"hsa_system_get_info",4,920,230.000000,1.117e-05,40,470,188.148877
"hsa_executable_symbol_get_info",26,880,33.846154,1.069e-05,20,100,18.563819
"hsa_system_get_major_extension_table",1,810,810.000000,9.837e-06,810,810,0.00000000e+00
"hsa_signal_store_screlease",12,620,51.666667,7.529e-06,20,160,40.861926
"hsa_signal_silent_store_relaxed",10,560,56.000000,6.801e-06,20,200,54.609726
"hsa_agent_iterate_isas",1,410,410.000000,4.979e-06,410,410,0.00000000e+00
