"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hsa_signal_wait_scacquire",32,76256171,2383005.343750,87.13,7080,4000277,1975732.381314
"hsa_queue_create",1,10490733,10490733.000000,11.99,10490733,10490733,0.00000000e+00
"hsa_executable_freeze",2,351162,175581.000000,0.4012,127317,223845,68255.603374
"hsa_executable_load_agent_code_object",2,286774,143387.000000,0.3277,134057,152717,13194.612537
"hsa_code_object_reader_create_from_memory",2,45679,22839.500000,0.0522,12050,33629,15258.657231
"hsa_agent_get_info",60,33190,553.166667,0.0379,20,25980,3365.385863
"hsa_executable_create_alt",2,12800,6400.000000,0.0146,1690,11110,6660.945879
"hsa_isa_get_info_alt",2,11180,5590.000000,0.0128,1220,9960,6180.113268
"hsa_iterate_agents",1,10609,10609.000000,0.0121,10609,10609,0.00000000e+00
"hsa_signal_create",8,7320,915.000000,8.363e-03,130,1730,577.061522
"hsa_signal_load_relaxed",78,3950,50.641026,4.513e-03,20,590,79.549703
"hsa_executable_get_symbol_by_name",13,3900,300.000000,4.456e-03,120,1310,400.395638
"hsa_queue_load_read_index_scacquire",14,2169,154.928571,2.478e-03,30,300,115.105613
"hsa_queue_add_write_index_screlease",14,1340,95.714286,1.531e-03,30,820,209.861283
"hsa_system_get_info",4,1020,255.000000,1.165e-03,30,450,172.530191
"hsa_system_get_major_extension_table",1,1000,1000.000000,1.143e-03,1000,1000,0.00000000e+00
"hsa_signal_silent_store_relaxed",16,920,57.500000,1.051e-03,20,240,58.708319
"hsa_queue_load_read_index_relaxed",5,900,180.000000,1.028e-03,80,210,56.124861
"hsa_signal_destroy",2,880,440.000000,1.005e-03,370,510,98.994949
"hsa_executable_symbol_get_info",26,880,33.846154,1.005e-03,20,110,21.554939
"hsa_signal_store_screlease",14,870,62.142857,9.940e-04,20,400,100.550682
"hsa_agent_iterate_isas",1,380,380.000000,4.342e-04,380,380,0.00000000e+00
