"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hsa_signal_wait_scacquire",2,14880517,7440258.500000,56.10,14779,14865738,10501213.816023
"hsa_queue_create",1,10380559,10380559.000000,39.13,10380559,10380559,0.00000000e+00
"hsa_executable_destroy",1,1005799,1005799.000000,3.79,1005799,1005799,0.00000000e+00
"hsa_executable_load_agent_code_object",1,114907,114907.000000,0.4332,114907,114907,0.00000000e+00
"hsa_executable_freeze",1,95398,95398.000000,0.3596,95398,95398,0.00000000e+00
"hsa_code_object_reader_create_from_memory",1,20820,20820.000000,0.0785,20820,20820,0.00000000e+00
"hsa_executable_create_alt",1,12160,12160.000000,0.0458,12160,12160,0.00000000e+00
"hsa_iterate_agents",1,10490,10490.000000,0.0395,10490,10490,0.00000000e+00
"hsa_executable_get_symbol_by_name",2,1480,740.000000,5.579e-03,270,1210,664.680374
"hsa_signal_create",2,1220,610.000000,4.599e-03,120,1100,692.964646
"hsa_signal_destroy",2,840,420.000000,3.167e-03,160,680,367.695526
"hsa_agent_get_info",7,650,92.857143,2.450e-03,40,250,77.182529
"hsa_queue_load_write_index_relaxed",1,310,310.000000,1.169e-03,310,310,0.00000000e+00
"hsa_system_get_info",3,300,100.000000,1.131e-03,30,200,88.881944
"hsa_queue_cas_write_index_relaxed",1,210,210.000000,7.917e-04,210,210,0.00000000e+00
"hsa_code_object_reader_destroy",1,170,170.000000,6.409e-04,170,170,0.00000000e+00
"hsa_executable_symbol_get_info",4,160,40.000000,6.032e-04,20,80,27.080128
"hsa_signal_store_relaxed",1,150,150.000000,5.655e-04,150,150,0.00000000e+00
"hsa_queue_load_read_index_scacquire",1,129,129.000000,4.863e-04,129,129,0.00000000e+00
"hsa_signal_store_screlease",1,110,110.000000,4.147e-04,110,110,0.00000000e+00
