"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hsa_queue_create",1,10529727,10529727.000000,68.81,10529727,10529727,0.00000000e+00
"hsa_signal_wait_scacquire",14,4022129,287294.928571,26.28,6830,3787684,1007641.792601
"hsa_executable_freeze",2,348424,174212.000000,2.28,129788,218636,62825.023295
"hsa_executable_load_agent_code_object",2,277303,138651.500000,1.81,117527,159776,29874.554398
"hsa_code_object_reader_create_from_memory",2,37010,18505.000000,0.2419,13040,23970,7728.677118
"hsa_agent_get_info",60,29159,485.983333,0.1905,20,21860,2830.806775
"hsa_executable_create_alt",2,13680,6840.000000,0.0894,2200,11480,6561.950929
"hsa_isa_get_info_alt",2,11719,5859.500000,0.0766,1240,10479,6532.959551
"hsa_iterate_agents",1,9870,9870.000000,0.0645,9870,9870,0.00000000e+00
"hsa_signal_create",8,6840,855.000000,0.0447,100,1550,471.623336
"hsa_signal_load_relaxed",71,3880,54.647887,0.0254,20,490,75.872656
"hsa_executable_get_symbol_by_name",13,3450,265.384615,0.0225,90,1050,323.718380
"hsa_queue_load_read_index_scacquire",10,2040,204.000000,0.0133,30,510,146.530240
"hsa_signal_destroy",2,1600,800.000000,0.0105,590,1010,296.984848
"hsa_queue_add_write_index_screlease",10,1330,133.000000,8.691e-03,30,910,274.875729
"hsa_executable_symbol_get_info",26,860,33.076923,5.620e-03,20,110,19.343057
"hsa_system_get_info",4,860,215.000000,5.620e-03,40,440,178.232058
"hsa_signal_store_screlease",10,630,63.000000,4.117e-03,20,340,97.985260
"hsa_system_get_major_extension_table",1,590,590.000000,3.856e-03,590,590,0.00000000e+00
"hsa_queue_load_read_index_relaxed",3,560,186.666667,3.660e-03,60,260,110.151411
"hsa_signal_silent_store_relaxed",14,520,37.142857,3.398e-03,20,90,21.989008
"hsa_agent_iterate_isas",1,370,370.000000,2.418e-03,370,370,0.00000000e+00
