"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
1,1,"Agent 2",1,786338,786338,512,7,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,1248013444709992,1248013444712272
1,1,"Agent 2",1,786338,786338,512,7,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_MFMA",0.00000000e+00,1248013444709992,1248013444712272
1,1,"Agent 2",1,786338,786338,512,7,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_SALU",110.000000,1248013444709992,1248013444712272
1,1,"Agent 2",1,786338,786338,512,7,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_VALU",104.000000,1248013444709992,1248013444712272
1,1,"Agent 2",1,786338,786338,512,7,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_WAVES",8.000000,1248013444709992,1248013444712272
2,2,"Agent 2",1,786338,786338,512,7,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,1248013444791590,1248013444794110
2,2,"Agent 2",1,786338,786338,512,7,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_MFMA",0.00000000e+00,1248013444791590,1248013444794110
2,2,"Agent 2",1,786338,786338,512,7,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_SALU",122.000000,1248013444791590,1248013444794110
2,2,"Agent 2",1,786338,786338,512,7,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_VALU",57.000000,1248013444791590,1248013444794110
2,2,"Agent 2",1,786338,786338,512,7,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_WAVES",8.000000,1248013444791590,1248013444794110
3,3,"Agent 2",1,786338,786338,512,7,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,1248013444859150,1248013444861670
3,3,"Agent 2",1,786338,786338,512,7,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_MFMA",0.00000000e+00,1248013444859150,1248013444861670
3,3,"Agent 2",1,786338,786338,512,7,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_SALU",122.000000,1248013444859150,1248013444861670
3,3,"Agent 2",1,786338,786338,512,7,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_VALU",57.000000,1248013444859150,1248013444861670
3,3,"Agent 2",1,786338,786338,512,7,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_WAVES",8.000000,1248013444859150,1248013444861670
4,4,"Agent 2",1,786338,786338,512,7,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,1248013444916869,1248013444920029
4,4,"Agent 2",1,786338,786338,512,7,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_MFMA",0.00000000e+00,1248013444916869,1248013444920029
4,4,"Agent 2",1,786338,786338,512,7,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_SALU",188.000000,1248013444916869,1248013444920029
4,4,"Agent 2",1,786338,786338,512,7,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_VALU",105.000000,1248013444916869,1248013444920029
4,4,"Agent 2",1,786338,786338,512,7,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_WAVES",8.000000,1248013444916869,1248013444920029
5,5,"Agent 2",1,786338,786338,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"SQ_INSTS_LDS",0.00000000e+00,1248013452704291,1248013452706051
5,5,"Agent 2",1,786338,786338,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"SQ_INSTS_MFMA",0.00000000e+00,1248013452704291,1248013452706051
5,5,"Agent 2",1,786338,786338,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"SQ_INSTS_SALU",84.000000,1248013452704291,1248013452706051
5,5,"Agent 2",1,786338,786338,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"SQ_INSTS_VALU",35.000000,1248013452704291,1248013452706051
5,5,"Agent 2",1,786338,786338,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"SQ_WAVES",4.000000,1248013452704291,1248013452706051
6,6,"Agent 2",1,786338,786338,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"SQ_INSTS_LDS",0.00000000e+00,1248013452760489,1248013452762089
6,6,"Agent 2",1,786338,786338,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"SQ_INSTS_MFMA",0.00000000e+00,1248013452760489,1248013452762089
6,6,"Agent 2",1,786338,786338,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"SQ_INSTS_SALU",85.000000,1248013452760489,1248013452762089
