"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hsa_signal_wait_scacquire",2,19706163,9853081.500000,61.31,6690,19699473,13924900.399735
"hsa_queue_create",1,10453544,10453544.000000,32.52,10453544,10453544,0.00000000e+00
"hsa_executable_destroy",1,1127567,1127567.000000,3.51,1127567,1127567,0.00000000e+00
"hsa_executable_load_agent_code_object",1,569528,569528.000000,1.77,569528,569528,0.00000000e+00
"hsa_executable_freeze",1,226775,226775.000000,0.7055,226775,226775,0.00000000e+00
"hsa_code_object_reader_create_from_memory",1,28749,28749.000000,0.0894,28749,28749,0.00000000e+00
"hsa_executable_create_alt",1,13540,13540.000000,0.0421,13540,13540,0.00000000e+00
"hsa_iterate_agents",1,11420,11420.000000,0.0355,11420,11420,0.00000000e+00
"hsa_executable_get_symbol_by_name",2,1750,875.000000,5.444e-03,300,1450,813.172798
"hsa_signal_destroy",2,1000,500.000000,3.111e-03,360,640,197.989899
"hsa_signal_create",2,960,480.000000,2.987e-03,140,820,480.832611
"hsa_agent_get_info",7,660,94.285714,2.053e-03,30,280,89.602296
"hsa_queue_load_write_index_relaxed",1,520,520.000000,1.618e-03,520,520,0.00000000e+00
"hsa_system_get_info",3,280,93.333333,8.711e-04,20,190,87.368949
"hsa_signal_store_relaxed",1,230,230.000000,7.155e-04,230,230,0.00000000e+00
"hsa_queue_cas_write_index_relaxed",1,210,210.000000,6.533e-04,210,210,0.00000000e+00
"hsa_code_object_reader_destroy",1,200,200.000000,6.222e-04,200,200,0.00000000e+00
"hsa_executable_symbol_get_info",4,170,42.500000,5.289e-04,30,80,25.000000
"hsa_queue_load_read_index_scacquire",1,110,110.000000,3.422e-04,110,110,0.00000000e+00
"hsa_signal_store_screlease",1,110,110.000000,3.422e-04,110,110,0.00000000e+00
