"Domain","Function","Process_Id","Thread_Id","Correlation_Id","Start_Timestamp","End_Timestamp"
"HSA_CORE_API","hsa_system_get_major_extension_table",2789938,2789938,1,6196620768462921,6196620768463491
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,3,6196620768471921,6196620768472081
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,4,6196620768477731,6196620768477771
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,5,6196620768478361,6196620768478441
"HSA_CORE_API","hsa_iterate_agents",2789938,2789938,2,6196620768470601,6196620768478691
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,6,6196620768480311,6196620768480591
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,7,6196620768480901,6196620768480951
"HSA_CORE_API","hsa_agent_iterate_isas",2789938,2789938,8,6196620768482620,6196620768482990
"HSA_CORE_API","hsa_isa_get_info_alt",2789938,2789938,9,6196620768484110,6196620768493350
"HSA_CORE_API","hsa_isa_get_info_alt",2789938,2789938,10,6196620768493830,6196620768495040
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,11,6196620768500600,6196620768500660
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,12,6196620768500950,6196620768501000
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,13,6196620768503030,6196620768503070
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,14,6196620768530229,6196620768530279
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,15,6196620768530579,6196620768530609
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,16,6196620768532089,6196620768532159
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,17,6196620768532469,6196620768534889
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,18,6196620768535199,6196620768535249
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,19,6196620768535509,6196620768535539
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,20,6196620768535799,6196620768536339
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,21,6196620768536609,6196620768536899
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,22,6196620768541149,6196620768541189
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,23,6196620768541489,6196620768541519
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,24,6196620768541789,6196620768541819
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,25,6196620768542089,6196620768542129
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,26,6196620768542389,6196620768542429
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,27,6196620768542689,6196620768542729
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,28,6196620768546119,6196620768546159
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,29,6196620768552949,6196620768552999
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,30,6196620768553279,6196620768553319
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,31,6196620768553689,6196620768553719
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,32,6196620768553989,6196620768554009
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,33,6196620768557988,6196620768576548
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,34,6196620768576998,6196620768577048
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,35,6196620768577318,6196620768577348
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,36,6196620768577608,6196620768577638
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,37,6196620768577908,6196620768577938
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,38,6196620768578208,6196620768578238
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,39,6196620768578508,6196620768578528
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,40,6196620768578798,6196620768578818
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,41,6196620768579088,6196620768579118
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,42,6196620768579378,6196620768579398
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,43,6196620768579658,6196620768579688
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,44,6196620768579978,6196620768580018
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,45,6196620768580278,6196620768580318
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,46,6196620768580578,6196620768580618
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,47,6196620768580888,6196620768580918
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,48,6196620768581188,6196620768581568
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,49,6196620768581838,6196620768581878
"HSA_CORE_API","hsa_system_get_info",2789938,2789938,50,6196620768627467,6196620768627927
"HSA_CORE_API","hsa_system_get_info",2789938,2789938,51,6196620768628337,6196620768628417
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,52,6196620768628717,6196620768628757
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,53,6196620768629046,6196620768629086
"HSA_CORE_API","hsa_system_get_info",2789938,2789938,54,6196620768629636,6196620768629676
"HSA_CORE_API","hsa_signal_create",2789938,2789938,55,6196620768636596,6196620768637986
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,56,6196620768971867,6196620768971947
"HSA_CORE_API","hsa_queue_create",2789938,2789938,57,6196620768973167,6196620779471321
"HSA_CORE_API","hsa_executable_create_alt",2789938,2789938,58,6196620786027263,6196620786038882
"HSA_CORE_API","hsa_code_object_reader_create_from_memory",2789938,2789938,59,6196620786040822,6196620786063982
"HSA_CORE_API","hsa_executable_load_agent_code_object",2789938,2789938,60,6196620786065372,6196620786225617
"HSA_CORE_API","hsa_signal_create",2789938,2789938,62,6196620786238747,6196620786240237
"HSA_CORE_API","hsa_signal_wait_scacquire",2789938,2789938,63,6196620786242167,6196620786257017
"HSA_CORE_API","hsa_signal_destroy",2789938,2789938,64,6196620786258257,6196620786258747
"HSA_CORE_API","hsa_executable_freeze",2789938,2789938,61,6196620786227757,6196620786445791
"HSA_CORE_API","hsa_executable_get_symbol_by_name",2789938,2789938,65,6196620786448121,6196620786449171
"HSA_CORE_API","hsa_executable_symbol_get_info",2789938,2789938,66,6196620786451801,6196620786451901
"HSA_CORE_API","hsa_executable_symbol_get_info",2789938,2789938,67,6196620786452281,6196620786452311
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,68,6196620786452991,6196620786453111
"HSA_CORE_API","hsa_executable_get_symbol_by_name",2789938,2789938,69,6196620786454081,6196620786454211
"HSA_CORE_API","hsa_executable_symbol_get_info",2789938,2789938,70,6196620786454481,6196620786454511
"HSA_CORE_API","hsa_executable_symbol_get_info",2789938,2789938,71,6196620786454761,6196620786454791
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,72,6196620786455081,6196620786455111
"HSA_CORE_API","hsa_executable_get_symbol_by_name",2789938,2789938,73,6196620786455581,6196620786455731
"HSA_CORE_API","hsa_executable_symbol_get_info",2789938,2789938,74,6196620786455991,6196620786456011
"HSA_CORE_API","hsa_executable_symbol_get_info",2789938,2789938,75,6196620786456261,6196620786456291
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,76,6196620786456541,6196620786456571
"HSA_CORE_API","hsa_executable_get_symbol_by_name",2789938,2789938,77,6196620786457061,6196620786457211
"HSA_CORE_API","hsa_executable_symbol_get_info",2789938,2789938,78,6196620786457471,6196620786457491
"HSA_CORE_API","hsa_executable_symbol_get_info",2789938,2789938,79,6196620786457741,6196620786457771
"HSA_CORE_API","hsa_agent_get_info",2789938,2789938,80,6196620786458071,6196620786458091
"HSA_CORE_API","hsa_executable_get_symbol_by_name",2789938,2789938,81,6196620786458501,6196620786458631
"HSA_CORE_API","hsa_executable_symbol_get_info",2789938,2789938,82,6196620786458891,6196620786458921
"HSA_CORE_API","hsa_executable_symbol_get_info",2789938,2789938,83,6196620786459171,6196620786459191
