"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hsa_signal_wait_scacquire",2,3176501977,1588250988.500000,99.62,14929,3176487048,2246104975.594902
"hsa_queue_create",1,10499577,10499577.000000,0.3293,10499577,10499577,0.00000000e+00
"hsa_executable_destroy",1,1275342,1275342.000000,0.0400,1275342,1275342,0.00000000e+00
"hsa_executable_load_agent_code_object",1,154536,154536.000000,4.846e-03,154536,154536,0.00000000e+00
"hsa_executable_freeze",1,130108,130108.000000,4.080e-03,130108,130108,0.00000000e+00
"hsa_code_object_reader_create_from_memory",1,29259,29259.000000,9.176e-04,29259,29259,0.00000000e+00
"hsa_executable_create_alt",1,13290,13290.000000,4.168e-04,13290,13290,0.00000000e+00
"hsa_iterate_agents",1,12050,12050.000000,3.779e-04,12050,12050,0.00000000e+00
"hsa_signal_destroy",2,2100,1050.000000,6.586e-05,700,1400,494.974747
"hsa_system_get_info",3,1590,530.000000,4.986e-05,40,1370,730.821456
"hsa_executable_get_symbol_by_name",2,1430,715.000000,4.485e-05,300,1130,586.898628
"hsa_signal_create",2,1400,700.000000,4.391e-05,120,1280,820.243866
"hsa_agent_get_info",7,710,101.428571,2.227e-05,30,280,92.092086
"hsa_queue_load_write_index_relaxed",1,350,350.000000,1.098e-05,350,350,0.00000000e+00
"hsa_code_object_reader_destroy",1,280,280.000000,8.781e-06,280,280,0.00000000e+00
"hsa_signal_store_relaxed",1,220,220.000000,6.900e-06,220,220,0.00000000e+00
"hsa_queue_cas_write_index_relaxed",1,210,210.000000,6.586e-06,210,210,0.00000000e+00
"hsa_signal_store_screlease",1,200,200.000000,6.272e-06,200,200,0.00000000e+00
"hsa_executable_symbol_get_info",4,180,45.000000,5.645e-06,20,90,31.091264
"hsa_queue_load_read_index_scacquire",1,110,110.000000,3.450e-06,110,110,0.00000000e+00
