"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hsa_signal_wait_scacquire",2,36455802,18227901.000000,75.85,12979,36442823,25759789.729968
"hsa_queue_create",1,10346766,10346766.000000,21.53,10346766,10346766,0.00000000e+00
"hsa_executable_destroy",1,991616,991616.000000,2.06,991616,991616,0.00000000e+00
"hsa_executable_freeze",1,114068,114068.000000,0.2373,114068,114068,0.00000000e+00
"hsa_executable_load_agent_code_object",1,105578,105578.000000,0.2197,105578,105578,0.00000000e+00
"hsa_code_object_reader_create_from_memory",1,21570,21570.000000,0.0449,21570,21570,0.00000000e+00
"hsa_iterate_agents",1,12779,12779.000000,0.0266,12779,12779,0.00000000e+00
"hsa_executable_create_alt",1,9770,9770.000000,0.0203,9770,9770,0.00000000e+00
"hsa_signal_create",2,1780,890.000000,3.703e-03,130,1650,1074.802307
"hsa_signal_destroy",2,1220,610.000000,2.538e-03,430,790,254.558441
"hsa_executable_get_symbol_by_name",2,1020,510.000000,2.122e-03,290,730,311.126984
"hsa_agent_get_info",7,810,115.714286,1.685e-03,40,400,131.257653
"hsa_queue_load_write_index_relaxed",1,430,430.000000,8.946e-04,430,430,0.00000000e+00
"hsa_code_object_reader_destroy",1,280,280.000000,5.825e-04,280,280,0.00000000e+00
"hsa_system_get_info",3,270,90.000000,5.617e-04,30,170,72.111026
"hsa_executable_symbol_get_info",4,250,62.500000,5.201e-04,20,170,71.821538
"hsa_queue_cas_write_index_relaxed",1,219,219.000000,4.556e-04,219,219,0.00000000e+00
"hsa_queue_load_read_index_scacquire",1,160,160.000000,3.329e-04,160,160,0.00000000e+00
"hsa_signal_store_relaxed",1,160,160.000000,3.329e-04,160,160,0.00000000e+00
"hsa_signal_store_screlease",1,140,140.000000,2.913e-04,140,140,0.00000000e+00
