"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hsa_signal_wait_scacquire",2,6164070322,3082035161.000000,99.80,14590,6164055732,742265132.162882
"hsa_queue_create",1,10469967,10469967.000000,0.1695,10469967,10469967,0.00000000e+00
"hsa_executable_destroy",1,1325686,1325686.000000,0.0215,1325686,1325686,0.00000000e+00
"hsa_executable_load_agent_code_object",1,159866,159866.000000,2.588e-03,159866,159866,0.00000000e+00
"hsa_executable_freeze",1,127997,127997.000000,2.072e-03,127997,127997,0.00000000e+00
"hsa_code_object_reader_create_from_memory",1,30139,30139.000000,4.880e-04,30139,30139,0.00000000e+00
"hsa_executable_create_alt",1,13099,13099.000000,2.121e-04,13099,13099,0.00000000e+00
"hsa_iterate_agents",1,12989,12989.000000,2.103e-04,12989,12989,0.00000000e+00
"hsa_signal_destroy",2,1800,900.000000,2.914e-05,580,1220,452.548340
"hsa_executable_get_symbol_by_name",2,1610,805.000000,2.607e-05,310,1300,700.035713
"hsa_signal_create",2,1590,795.000000,2.574e-05,120,1470,954.594155
"hsa_system_get_info",3,1450,483.333333,2.348e-05,30,1250,667.632634
"hsa_agent_get_info",7,669,95.571429,1.083e-05,40,230,73.896002
"hsa_queue_load_write_index_relaxed",1,410,410.000000,6.638e-06,410,410,0.00000000e+00
"hsa_code_object_reader_destroy",1,360,360.000000,5.829e-06,360,360,0.00000000e+00
"hsa_signal_store_relaxed",1,220,220.000000,3.562e-06,220,220,0.00000000e+00
"hsa_queue_cas_write_index_relaxed",1,200,200.000000,3.238e-06,200,200,0.00000000e+00
"hsa_queue_load_read_index_scacquire",1,190,190.000000,3.076e-06,190,190,0.00000000e+00
"hsa_executable_symbol_get_info",4,160,40.000000,2.591e-06,20,80,27.080128
"hsa_signal_store_screlease",1,120,120.000000,1.943e-06,120,120,0.00000000e+00
