"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hsa_signal_wait_scacquire",2,6085998295,3042999147.500000,99.80,14230,6085984065,269759786.764840
"hsa_queue_create",1,10543655,10543655.000000,0.1729,10543655,10543655,0.00000000e+00
"hsa_executable_destroy",1,1230223,1230223.000000,0.0202,1230223,1230223,0.00000000e+00
"hsa_executable_load_agent_code_object",1,160377,160377.000000,2.630e-03,160377,160377,0.00000000e+00
"hsa_executable_freeze",1,131897,131897.000000,2.163e-03,131897,131897,0.00000000e+00
"hsa_code_object_reader_create_from_memory",1,29010,29010.000000,4.757e-04,29010,29010,0.00000000e+00
"hsa_executable_create_alt",1,14839,14839.000000,2.433e-04,14839,14839,0.00000000e+00
"hsa_iterate_agents",1,13320,13320.000000,2.184e-04,13320,13320,0.00000000e+00
"hsa_system_get_info",3,1940,646.666667,3.181e-05,180,1560,791.033080
"hsa_signal_destroy",2,1930,965.000000,3.165e-05,680,1250,403.050865
"hsa_signal_create",2,1790,895.000000,2.935e-05,130,1660,1081.873375
"hsa_executable_get_symbol_by_name",2,1390,695.000000,2.279e-05,300,1090,558.614357
"hsa_agent_get_info",7,680,97.142857,1.115e-05,40,250,78.679579
"hsa_queue_load_write_index_relaxed",1,440,440.000000,7.215e-06,440,440,0.00000000e+00
"hsa_code_object_reader_destroy",1,410,410.000000,6.723e-06,410,410,0.00000000e+00
"hsa_signal_store_relaxed",1,220,220.000000,3.608e-06,220,220,0.00000000e+00
"hsa_queue_cas_write_index_relaxed",1,200,200.000000,3.280e-06,200,200,0.00000000e+00
"hsa_signal_store_screlease",1,200,200.000000,3.280e-06,200,200,0.00000000e+00
"hsa_executable_symbol_get_info",4,170,42.500000,2.788e-06,30,80,25.000000
"hsa_queue_load_read_index_scacquire",1,120,120.000000,1.968e-06,120,120,0.00000000e+00
